rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
890,"Shield: Blocks Bots, Protects Users, and Prevents Security Breaches",wp-simple-firewall,40000,96,4.8,Blocks+Classic,2026-03-05 10:26am GMT,5.7,7.0,https://clk.shldscrty.com/2f,https://github.com/FernleafSystems/wp-simple-firewall,official,https://wordpress.org/plugins/wp-simple-firewall/,9,0,9.8,Critical,2026-02-19,CWE-352; CWE-639; CWE-79; CWE-862; CWE-98,"2FA, Activity Log, bots, firewall, security"
891,Accessibility Widget by OneTap – Easy One-Click Accessibility Toolbar,accessibility-onetap,40000,98,4.9,Editor-agnostic,2026-03-18 1:03pm GMT,6.6,6.9.4,https://wponetap.com,https://github.com/WordpressPluginsOrg/accessibility-onetap,official,https://wordpress.org/plugins/accessibility-onetap/,0,0,,,,,"accessibility widget, ada, wcag, web accessibility, wp accessibility"
892,OneClick Chat to Order,oneclick-whatsapp-order,40000,96,4.8,Editor-agnostic,2025-12-11 6:35pm GMT,6.0,6.9.4,https://www.onlinestorekit.com/oneclick-chat-to-order/,https://github.com/maika-kanaka/oneclick-whatsapp-order,official,https://wordpress.org/plugins/oneclick-whatsapp-order/,8,0,,,2026-02-19,,"click to chat, whatsapp, whatsapp chat, woocommerce, woocommerce whatsapp"
893,Mixed Media Gallery Blocks,simply-gallery-block,40000,96,4.8,Blocks+Classic,2026-03-09 9:10am GMT,6.6,6.9.4,https://simplygallery.co/,https://github.com/common-repository/simply-gallery-block,mirror,https://wordpress.org/plugins/simply-gallery-block/,13,1,,,2025-12-13,,"album, audio gallery, lightbox, media gallery, video gallery"
894,Username Changer,username-changer,40000,90,4.5,Editor-agnostic,2025-11-20 3:55pm GMT,3.0,6.8.5,https://www.digitalme.cc,https://github.com/evertiro/Username-Changer,official,https://wordpress.org/plugins/username-changer/,0,0,,,,,"display-name, login, user, username"
895,SecuPress with Simple SSL – Simple and Performant Security,secupress,40000,82,4.1,Editor-agnostic,2026-01-16 10:56am GMT,5.4,6.9.4,https://secupress.me,https://github.com/JulioPotier/secupress,official,https://wordpress.org/plugins/secupress/,7,0,,,2025-03-27,,"malware, security, security plugin, wordpress security"
896,Simple Chat Button,simple-chat-button,40000,96,4.8,Editor-agnostic,2025-12-04 1:13pm GMT,3.7,6.9.4,,https://github.com/seramo/simple-chat-button,official,https://wordpress.org/plugins/simple-chat-button/,0,0,,,,,"chat, whatsapp, whatsapp business, whatsapp chat, woocommerce whatsapp"
897,WP All Import – Import Add-On for ACF,csv-xml-import-for-acf,40000,100,5.0,Editor-agnostic,2026-01-30 2:05pm GMT,5.0,6.9.4,http://www.wpallimport.com/,https://github.com/common-repository/csv-xml-import-for-acf,mirror,https://wordpress.org/plugins/csv-xml-import-for-acf/,0,0,,,,,"CSV Import, XML Import, acf import, import acf, import advanced custom fields"
898,Safe Redirect Manager,safe-redirect-manager,40000,94,4.7,Editor-agnostic,2026-01-04 9:19pm GMT,6.5,6.9.4,https://wordpress.org/plugins/safe-redirect-manager,https://github.com/10up/safe-redirect-manager,official,https://wordpress.org/plugins/safe-redirect-manager/,0,0,,,,,"URL Redirection, http redirects, multisite redirects, redirect manager, safe http redirection"
899,Widget Context,widget-context,40000,90,4.5,Editor-agnostic,2024-08-31 11:02am GMT,3.0,6.6.5,https://widgetcontext.com,https://github.com/kasparsd/widget-context-wporg,official,https://wordpress.org/plugins/widget-context/,0,0,,,,,"context, logic, widget, widget context, widgets"
900,Export Media Library,export-media-library,40000,98,4.9,Editor-agnostic,2023-04-05 3:30pm GMT,4.7.10,6.2.9,https://github.com/massedge/wordpress-plugin-export-media-library,https://github.com/massedge/wordpress-plugin-export-media-library,official,https://wordpress.org/plugins/export-media-library/,0,0,,,,,"download, download media library, export, export media library, media library"
901,Smooth Back To Top Button,smooth-back-to-top-button,40000,98,4.9,Editor-agnostic,2026-02-21 8:25am GMT,4.8,6.9.4,https://wordpress.org/plugins/smooth-back-to-top-button/,https://github.com/common-repository/smooth-back-to-top-button,mirror,https://wordpress.org/plugins/smooth-back-to-top-button/,0,0,,,,,"Back to Top Button, back to top, scroll to top, scroll top, smooth back to top"
902,LightPress Lightbox,wp-jquery-lightbox,40000,92,4.6,Editor-agnostic,2026-03-25 11:14pm GMT,5.0,6.9.4,http://wordpress.org/extend/plugins/wp-jquery-lightbox/,https://github.com/common-repository/wp-jquery-lightbox,mirror,https://wordpress.org/plugins/wp-jquery-lightbox/,2,0,,,2025-05-12,,"gallery, image, lightbox, photo"
903,Patchstack – WordPress & Plugins Security,patchstack,40000,98,4.9,Editor-agnostic,2026-01-06 2:10pm GMT,4.4,6.9.4,https://patchstack.com/?utm_medium=wp&utm_source=dashboard&utm_campaign=patchstack%20plugin,https://github.com/common-repository/patchstack,mirror,https://wordpress.org/plugins/patchstack/,0,0,,,,,"firewall, security, virtual patching, vulnerabilities, vulnerability"
904,Icon Element – Icon Pack for Elementor Page Builder (6718 icons),icon-element,40000,100,5.0,Editor-agnostic,2025-11-17 7:51am GMT,4.0,6.8.5,https://webangon.com/icon-element/,https://github.com/thesabbir/simple-line-icons,official,https://wordpress.org/plugins/icon-element/,0,0,,,,,"elementor, elementor icon, icon, icon font, iconfont"
905,Gravity Booster – Styles & Layouts for Gravity Forms,styles-and-layouts-for-gravity-forms,40000,92,4.6,Editor-agnostic,2025-09-25 12:26pm GMT,4.0,6.8.5,http://wpmonks.com/styles-layouts-gravity-forms,https://github.com/WordpressPluginDirectory/styles-and-layouts-for-gravity-forms,official,https://wordpress.org/plugins/styles-and-layouts-for-gravity-forms/,0,0,,,,,"Gravity Forms CSS, Gravity Forms Design, Gravity Forms Tooltips, gravity forms styler"
906,BetterDocs –  Knowledge Base Docs & FAQ Solution for Elementor & Block Editor,betterdocs,40000,96,4.8,Blocks+Classic,2026-03-18 10:01am GMT,5.0,6.9.4,https://betterdocs.co/,,,https://wordpress.org/plugins/betterdocs/,11,0,,,2026-01-09,,"chatgpt ai writer, docs, documentation, faq, knowledge base"
907,"Modular DS: Monitor, update, and backup multiple websites",modular-connector,40000,100,5.0,Editor-agnostic,2026-03-11 12:06pm GMT,6.0,6.9.4,https://modulards.com/herramienta-gestion-webs/,,,https://wordpress.org/plugins/modular-connector/,2,2,10.0,Critical,2026-01-16,CWE-266,"backup, backups, monitoring, security, update"
908,Astra Customizer Reset,reset-astra-customizer,40000,96,4.8,Editor-agnostic,2025-12-01 9:52am GMT,4.4,6.9.4,https://wpastra.com/,,,https://wordpress.org/plugins/reset-astra-customizer/,0,0,,,,,"astra theme, customizer reset, reset astra customizer, reset astra theme"
909,"WP Job Openings – Job Listing, Career Page and Recruitment Plugin",wp-job-openings,40000,96,4.8,Editor-agnostic,2026-02-10 7:53am GMT,4.8,6.9.4,https://wpjobopenings.com/,,,https://wordpress.org/plugins/wp-job-openings/,2,0,5.3,Medium,2025-01-02,CWE-538; CWE-862,"careers page, job board, job listing, job openings, jobs"
910,MapGeo – Interactive Geo Maps,interactive-geo-maps,40000,90,4.5,Editor-agnostic,2026-03-11 10:08pm GMT,5.0,6.9.4,https://interactivegeomaps.com/,,,https://wordpress.org/plugins/interactive-geo-maps/,9,0,,,2025-04-11,,"interactive map, map, travel map, us map, world map"
911,"Ajax Load More – Infinite Scroll, Load More, & Lazy Load",ajax-load-more,40000,96,4.8,Editor-agnostic,2026-02-19 1:22pm GMT,5.0,6.9.4,https://connekthq.com/plugins/ajax-load-more,https://github.com/dcooney/wordpress-ajax-load-more,official,https://wordpress.org/plugins/ajax-load-more/,25,1,,,2026-01-31,,"ajax load more, endless scroll, infinite scroll, lazy load, load more"
912,SEO Plugin by Squirrly SEO,squirrly-seo,40000,92,4.6,Editor-agnostic,2026-03-25 7:19pm GMT,5.3,6.9.4,https://wordpress.org/plugins/squirrly-seo/,,,https://wordpress.org/plugins/squirrly-seo/,15,0,,,2026-02-19,,"AI, google search console, schema, seo, xml sitemap"
913,Shariff Wrapper,shariff,40000,98,4.9,Editor-agnostic,2025-01-07 6:03pm GMT,4.9,6.7.5,https://wordpress.org/plugins-wp/shariff/,https://github.com/heiseonline/shariff,official,https://wordpress.org/plugins/shariff/,7,0,9.8,Critical,2024-06-20,CWE-22; CWE-79; CWE-80,"GDPR, Shariff, dsgvo, share buttons, sharing"
914,Insert Pages,insert-pages,40000,96,4.8,Editor-agnostic,2026-01-20 11:38pm GMT,3.3.0,6.9.4,https://github.com/uhm-coe/insert-pages,https://github.com/uhm-coe/insert-pages,official,https://wordpress.org/plugins/insert-pages/,4,0,,,2023-01-16,CWE-22; CWE-79; CWE-863,"embed, insert, pages, shortcode"
915,FancyBox for WordPress,fancybox-for-wordpress,40000,92,4.6,Editor-agnostic,2025-05-07 2:18pm GMT,5.6,6.8.5,https://wordpress.org/plugins/fancybox-for-wordpress/,https://github.com/ColorlibHQ/fancybox-for-wordpress,official,https://wordpress.org/plugins/fancybox-for-wordpress/,4,0,,,2024-12-04,,"fancybox, images, lightbox, photos, pictures"
916,InstaWP Connect – 1-click WP Staging & Migration,instawp-connect,40000,90,4.5,Editor-agnostic,2026-03-24 8:07am GMT,5.6,6.9.4,,,,https://wordpress.org/plugins/instawp-connect/,16,1,,,2025-12-18,,"backup, clone, migrate, restore, staging"
917,Easy Watermark,easy-watermark,40000,74,3.7,Editor-agnostic,2025-08-25 11:16am GMT,4.6,6.8.5,,,,https://wordpress.org/plugins/easy-watermark/,4,0,,,2023-07-19,,"image, media, photo, picture, watermark"
918,One Time Login,one-time-login,40000,100,5.0,Editor-agnostic,2026-01-10 3:13pm GMT,4.4,6.9.4,https://wordpress.org/plugins/one-time-login/,https://github.com/danielbachhuber/one-time-login,official,https://wordpress.org/plugins/one-time-login/,0,0,,,,,login
919,CrawlWP SEO – Instant Search Engine Indexing & SEO Performance Monitor,mihdan-index-now,40000,96,4.8,Editor-agnostic,2026-02-15 6:33pm GMT,6.0,6.9.4,https://crawlwp.com/,,,https://wordpress.org/plugins/mihdan-index-now/,2,0,,,2024-02-05,,"bing, google, indexing, seo, yandex"
920,"Accordion FAQ – Compatible With All Page Builder (Elementor, Gutenberg)",responsive-accordion-and-collapse,40000,92,4.6,Blocks+Classic,2025-10-15 11:01am GMT,5.0,6.8.5,https://www.wpshopmart.com/plugins/,,,https://wordpress.org/plugins/responsive-accordion-and-collapse/,0,0,,,,,"Accordion, Responsive accordion, collapse, faq, frequently asked questions"
921,Temporary Login,temporary-login,40000,80,4.0,Editor-agnostic,2024-11-26 4:13pm GMT,6.2,6.7.5,https://elementor.com/,https://github.com/elementor/temporary-login,official,https://wordpress.org/plugins/temporary-login/,0,0,,,,,"login, passwordless login, temporary access, temporary login"
922,FunnelKit – Funnel Builder for WooCommerce Checkout,funnel-builder,40000,100,5.0,Editor-agnostic,2026-03-24 12:33pm GMT,5.4.0,6.9.4,https://funnelkit.com/wordpress-funnel-builder/,,,https://wordpress.org/plugins/funnel-builder/,12,1,,,2025-12-12,,"Funnel Builder, WooCommerce checkout, one-click upsells, sales funnels"
923,Disable Emails,disable-emails,40000,100,5.0,Editor-agnostic,2026-01-13 5:56am GMT,5.5,6.9.4,https://shop.webaware.com.au/downloads/disable-emails/,https://github.com/webaware/disable-emails,official,https://wordpress.org/plugins/disable-emails/,0,0,,,,,"block emails, disable emails"
924,Page-list,page-list,40000,94,4.7,Editor-agnostic,2025-09-29 10:08pm GMT,3.0,6.8.5,http://wordpress.org/plugins/page-list/,https://github.com/webvitalii/page-list,official,https://wordpress.org/plugins/page-list/,3,1,,,2024-10-05,,"page list, pagelist, siblings, sitemap, subpages"
925,Elementor Beta (Developer Edition),elementor-beta,40000,100,5.0,Editor-agnostic,2025-03-04 11:21am GMT,5.8,6.7.5,https://elementor.com,https://github.com/WordpressPluginDirectory/elementor-beta,official,https://wordpress.org/plugins/elementor-beta/,0,0,,,,,"beta, bleeding edge, developer, elementor, website builder"
926,Livemesh Addons by Elementor,addons-for-elementor,40000,96,4.8,Editor-agnostic,2025-11-14 12:14pm GMT,5.8,6.8.5,https://livemeshelementor.com,https://github.com/common-repository/addons-for-elementor,mirror,https://wordpress.org/plugins/addons-for-elementor/,28,0,,,2024-10-16,,"elementor, elementor addons, elementor extensions, elementor widgets, page builder"
927,Modern Cart – WooCommerce Side Cart & Popup Cart,modern-cart,40000,100,5.0,Editor-agnostic,2026-03-23 11:49am GMT,5.4,6.9.4,,https://github.com/Rohit-singh19/Modern-Cart,official,https://wordpress.org/plugins/modern-cart/,0,0,,,,,"cart drawer, floating cart, free shipping bar, popup cart, woocommerce side cart"
928,YITH WooCommerce Ajax Search,yith-woocommerce-ajax-search,40000,60,3.0,Editor-agnostic,2026-02-26 2:37pm GMT,6.7,6.9.4,https://yithemes.com/themes/plugins/yith-woocommerce-ajax-search/,https://github.com/wp-plugins/yith-woocommerce-ajax-search,mirror,https://wordpress.org/plugins/yith-woocommerce-ajax-search/,7,1,,,2024-10-06,,"woocommerce search by sku, woocommerce search form, woocommerce search page, woocommerce search results, woocommerce search shortcode"
929,BEAR – Bulk Editor and Products Manager Professional for WooCommerce by Pluginus.Net,woo-bulk-editor,40000,94,4.7,Editor-agnostic,2026-02-19 1:58pm GMT,4.9,6.9.4,https://bulk-editor.com/,https://github.com/common-repository/woo-bulk-editor,mirror,https://wordpress.org/plugins/woo-bulk-editor/,19,0,,,2025-02-17,,"bulk, bulk edit, products editor, products manager, woocommerce"
930,Form Maker by 10Web – Mobile-Friendly Drag & Drop Contact Form Builder,form-maker,40000,90,4.5,Editor-agnostic,2026-03-20 12:16pm GMT,4.6,6.8.5,https://10web.io/plugins/wordpress-form-maker/?utm_source=form_maker&utm_medium=free_plugin,https://github.com/jacksonpf1/form-maker,official,https://wordpress.org/plugins/form-maker/,42,1,,,2025-05-19,,"contact form, form, form builder, form manager, survey"
931,Autocomplete WooCommerce Orders,autocomplete-woocommerce-orders,40000,92,4.6,Editor-agnostic,2026-03-11 6:49pm GMT,4.7,6.9.4,https://wordpress.org/plugins/autocomplete-woocommerce-orders/,https://github.com/quadlayers/autocomplete-woocommerce-orders,official,https://wordpress.org/plugins/autocomplete-woocommerce-orders/,0,0,,,,,"Order Autocomplete, payment integration, virtual products, woocommerce"
932,Protect Uploads,protect-uploads,40000,96,4.8,Editor-agnostic,2025-12-28 9:59pm GMT,3.0.1,6.9.4,https://wordpress.org/support/plugin/protect-uploads/,https://github.com/common-repository/protect-uploads,mirror,https://wordpress.org/plugins/protect-uploads/,1,0,,,2022-08-13,,"password protection, protection, security, uploads, watermark"
933,WP Last Modified Info,wp-last-modified-info,40000,98,4.9,Editor-agnostic,2026-01-30 6:26am GMT,4.7,6.9.4,https://wordpress.org/plugins/wp-last-modified-info/,https://github.com/iamsayan/wp-last-modified-info,official,https://wordpress.org/plugins/wp-last-modified-info/,7,2,,,2026-02-14,,"last-modified, modified time, post modified, sort by modified, timestamp"
934,Visitor Traffic Real Time Statistics,visitors-traffic-real-time-statistics,30000,84,4.2,Editor-agnostic,2026-03-22 3:04pm GMT,3.0.1,6.9.4,,https://github.com/common-repository/visitors-traffic-real-time-statistics,mirror,https://wordpress.org/plugins/visitors-traffic-real-time-statistics/,17,0,,,2025-01-02,,"Hits Counter, statistics, stats analytics, traffic, visitor"
935,Trustpilot Reviews,trustpilot-reviews,30000,36,1.8,Editor-agnostic,2026-01-20 5:34pm GMT,3.5.1,6.2.9,,https://github.com/giuliodelmastro/trustpilot-reviews,official,https://wordpress.org/plugins/trustpilot-reviews/,1,1,,,,,"brand, review, trustpilot, trustpilot reviews, widget"
936,Contact Form by BestWebSoft – Advanced WP Contact Form Builder for WordPress,contact-form-plugin,30000,80,4.0,Editor-agnostic,2026-03-19 2:29pm GMT,6.5,6.9.4,https://bestwebsoft.com/products/wordpress/plugins/contact-form/,https://github.com/craftercms/contact-form-plugin,official,https://wordpress.org/plugins/contact-form-plugin/,17,1,,,2025-12-09,,"contact button, contact page, contact widget, shortcode contact form, wp contact form"
937,RTMForm Builder,romethemeform,30000,86,4.3,Editor-agnostic,2026-02-10 9:53am GMT,6.8,6.9.4,,https://github.com/common-repository/romethemeform,mirror,https://wordpress.org/plugins/romethemeform/,2,0,5.3,Medium,2024-06-09,CWE-862,"contact form builder, custom form, elementor form, form"
938,LeadConnector,leadconnector,30000,70,3.5,Editor-agnostic,2026-03-24 5:22am GMT,5.0,6.7.5,https://www.leadconnectorhq.com/wp_plugin,https://github.com/ramborau/LeadConnector,official,https://wordpress.org/plugins/leadconnector/,4,1,,,2026-02-19,,"LeadConnector, chat widget, crm, funnel, lead connector"
939,Carousel Slider,carousel-slider,30000,86,4.3,Editor-agnostic,2025-12-01 5:43am GMT,6.7,6.9.4,https://majeedraza.me/?utm_source=wp-plugins&utm_campaign=plugin-uri&utm_medium=wp-dash,https://github.com/sayful1/carousel-slider,official,https://wordpress.org/plugins/carousel-slider/,8,0,,,2024-12-13,,"Image carousel, carousel, carousel slider, product carousel, slider"
940,GTM Kit – Google Tag Manager & GA4 integration,gtm-kit,30000,96,4.8,Editor-agnostic,2026-03-18 8:27am GMT,6.7,6.9.4,https://gtmkit.com/,https://github.com/tlamedia/gtm-kit,official,https://wordpress.org/plugins/gtm-kit/,1,0,7.5,High,2025-04-01,CWE-1295,"analytics, ga4, google tag manager, gtm, woocommerce"
941,Clever Fox,clever-fox,30000,60,3.0,Editor-agnostic,2026-02-24 11:50am GMT,4.6,6.9.4,,https://github.com/theirenehsu/CleverFox,official,https://wordpress.org/plugins/clever-fox/,2,0,6.4,Medium,2024-06-07,CWE-79; CWE-862,"One Click Demo, companion, customizer, homepage setup, sections"
942,MapPress Maps for WordPress,mappress-google-maps-for-wordpress,30000,94,4.7,Editor-agnostic,2026-03-20 10:29pm GMT,5.9.5,6.8.5,https://www.mappresspro.com,https://github.com/googlemaps/js-markerclusterer,official,https://wordpress.org/plugins/mappress-google-maps-for-wordpress/,14,0,,,2025-05-15,,"Google Maps, Store locator, leaflet, map plugin, maps"
